date TimeStamp frameNum numFaces tcPresent phi theta sigma rot. top left bottom right tag
2023-09-25 13:41:01.175212 072402 3 1 -1.1439914 -0.5587568 0.059206203 0.0 78 167 105 189 Gaze-det
2023-09-25 13:41:03.141033 072461 3 1 -0.5831179 -0.9203221 0.09932654 4.899092453787765 78 163 105 187 Gaze-det
2023-09-25 13:41:05.103051 072520 3 1 -0.057089597 -0.60051584 0.049857948 4.899092453787765 79 162 107 186 Gaze-det
2023-09-25 13:41:07.073424 072579 3 1 -1.0229189 -0.34376094 0.03616324 6.115503566285407 79 168 107 190 Gaze-det
2023-09-25 13:41:09.034981 072638 3 1 -0.613903 -0.32169202 0.033525422 6.84277341263094 79 167 108 190 Gaze-det
2023-09-25 13:41:11.001818 072697 3 1 -1.0004907 -0.3063834 0.04244716 9.090276920822323 78 168 106 190 Gaze-det
2023-09-25 13:41:12.967283 072756 3 1 -0.2865744 0.28636026 0.04174606 0.0 74 160 103 184 Gaze-det
2023-09-25 13:41:14.922895 072815 3 1 -1.0248564 -0.37774962 0.041117247 0.0 81 168 108 190 Gaze-det
2023-09-25 13:41:16.888300 072874 3 1 -0.9507367 -0.44162217 0.04151036 0.0 81 168 108 190 Gaze-det
2023-09-25 13:41:18.865130 072933 3 1 -1.0023669 -0.32021564 0.036960706 0.0 80 165 108 188 Gaze-det
2023-09-25 13:41:20.827123 072992 3 1 -0.02094602 -0.27511892 0.039904363 -6.519801751656986 76 160 104 184 Gaze-det
2023-09-25 13:41:22.793793 073051 3 1 -1.0271742 -0.6823776 0.06244445 0.0 78 166 107 189 Gaze-det
2023-09-25 13:41:24.754964 073110 3 1 -0.99528867 -0.35828134 0.03998801 9.090276920822323 80 169 107 191 Gaze-det
2023-09-25 13:41:26.726394 073169 4 1 -0.5686983 -0.3483445 0.033984676 6.84277341263094 79 169 107 191 Gaze-det
2023-09-25 13:41:28.688204 073228 3 1 -0.9665481 -0.35027635 0.039031908 9.090276920822323 80 170 107 191 Gaze-det
2023-09-25 13:41:30.653178 073287 3 1 -0.99455625 -0.26333034 0.037982672 0.0 79 165 108 188 Gaze-det
2023-09-25 13:41:32.619116 073346 3 1 -0.9358174 -0.23467316 0.035098847 0.0 79 165 107 188 Gaze-det
2023-09-25 13:41:34.576572 073405 3 1 -0.9426864 -0.33480254 0.04044609 0.0 81 165 109 187 Gaze-det
2023-09-25 13:41:36.538060 073464 3 1 -1.0541701 -0.5946906 0.06804462 10.304846468766033 81 172 108 193 Gaze-det
2023-09-25 13:41:38.513279 073523 3 1 -0.9112862 -0.37686655 0.045112252 11.888658039627975 81 173 108 193 Gaze-det
2023-09-25 13:41:40.479401 073582 3 1 -0.9737154 -0.39215937 0.04737486 11.888658039627975 82 170 108 191 Gaze-det
2023-09-25 13:41:42.444978 073641 3 1 -1.0222553 -0.5349606 0.05341475 17.650124219930124 83 171 109 192 Gaze-det
2023-09-25 13:41:44.407049 073700 3 1 -1.0108405 -0.39491296 0.043958604 11.888658039627975 83 173 109 193 Gaze-det
2023-09-25 13:41:46.377093 073759 3 1 -0.9838355 -0.4134803 0.08642359 0.0 76 166 105 187 Gaze-det
2023-09-25 13:41:48.339103 073818 3 1 -1.5155333 -0.5671025 0.07834793 0.0 78 177 106 195 Gaze-det
2023-09-25 13:41:50.305017 073877 3 1 -1.4368114 -0.78404146 0.08858341 0.0 77 186 103 201 Gaze-det
2023-09-25 13:41:52.267100 073936 3 1 -1.2188132 -0.739825 0.088698946 0.0 78 182 104 197 Gaze-det
2023-09-25 13:41:56.199057 074054 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:41:58.164896 074113 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:42:06.025025 074349 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:42:11.919129 074526 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:41:54.227796 073995 3 1 -1.4894271 -0.9117044 0.09368456 0.0 79 179 106 197 Gaze-det
2023-09-25 13:42:00.131041 074172 3 1 -1.6416339 -0.7281571 0.08353785 0.0 80 182 105 197 Gaze-det
2023-09-25 13:42:02.098299 074231 3 1 -0.94998085 0.08807651 0.56749547 -36.86989764584402 79 181 104 196 Gaze-det
2023-09-25 13:42:04.059112 074290 3 1 -1.2652624 0.14407219 0.35404795 -36.86989764584402 79 179 104 193 Gaze-det
2023-09-25 13:42:07.990993 074408 3 1 -0.4452897 -0.32584694 0.71663743 -45.0 79 179 104 193 Gaze-det
2023-09-25 13:42:09.956827 074467 3 1 -0.76363546 0.1528568 0.31618333 -36.86989764584402 80 179 105 193 Gaze-det
2023-09-25 13:42:13.889441 074585 3 1 -1.4398704 -0.41643652 0.31185928 -36.86989764584402 78 178 104 193 Gaze-det
2023-09-25 13:42:15.851109 074644 3 1 -1.6081115 -0.6566424 0.08371714 0.0 79 179 105 193 Gaze-det
2023-09-25 13:42:17.818053 074703 3 1 0.0010701655 -0.31615812 0.036917448 -5.35582504285519 72 165 100 188 Gaze-det
2023-09-25 13:42:19.783221 074762 3 1 -0.7609683 -0.37985513 0.058776043 -10.619655276155134 77 166 106 188 Gaze-det
2023-09-25 13:42:21.741637 074821 3 1 -0.09402096 -0.14162703 0.02906638 -9.727578551401603 75 162 105 186 Gaze-det
